0,1
dataset\archive\dataset\h07-011-s00-05.png,Stevenage and 90 per cent in Hatfield .
dataset\archive\dataset\j06-030-s01-06.png,Euphausiacea .
dataset\archive\dataset\c03-096e-s02-00.png,One hopes that he
dataset\archive\dataset\c04-105-s00-02.png,from India to seek disc fame .
dataset\archive\dataset\c06-043-s00-02.png,hospital with a diabetic and heart
dataset\archive\dataset\m01-000-s01-01.png,"eyes caught the reclining form of Heather ,"
dataset\archive\dataset\a02-072-s03-00.png,Back at
dataset\archive\dataset\a04-003-s01-04.png,and other reservations .
dataset\archive\dataset\m03-110-s02-07.png,Caine too and Mr Gilberto who would ...
dataset\archive\dataset\h07-066b-s01-02.png,populations the number of children reaching
dataset\archive\dataset\d06-025-s00-02.png,Was this : That a secret plan Is hid in
dataset\archive\dataset\a05-017-s00-01.png,of recruiting figures as encouraging .
dataset\archive\dataset\d04-021-s03-00.png,"It is "" the stone , which the builders"
dataset\archive\dataset\a01-020x-s04-02.png,of Chiefs .
dataset\archive\dataset\a06-075-s00-01.png,Majesty's Government have come to the
dataset\archive\dataset\g06-026r-s00-00.png,A pleasant life truly ! ...
dataset\archive\dataset\d04-032-s03-03.png,"Sabbath , real peace to the whole world ."
dataset\archive\dataset\b02-045-s00-00.png,"Formula One , which appeared in February , appeared to make"
dataset\archive\dataset\c04-089-s05-01.png,I had only one box of tacks - it might have been so
dataset\archive\dataset\d04-125-s01-02.png,"freedoms "" which are Divine ."
dataset\archive\dataset\l04-124-s00-00.png,Hugh nodded .
dataset\archive\dataset\f07-084b-s02-00.png,This Bouillabaisse a
dataset\archive\dataset\a02-072-s01-01.png,"probably mean jail and , though frail , he is very fit and"
dataset\archive\dataset\h07-003-s02-01.png,"Corporation in 1958 , after collating replies from fifty-eight"
dataset\archive\dataset\l04-159-s01-03.png,as particular debts of honour before taking his own
dataset\archive\dataset\f04-024-s02-01.png,and perhaps evidence enough to have brought a
dataset\archive\dataset\p03-135-s05-01.png,"you . """
dataset\archive\dataset\b02-105-s01-03.png,many people : they too will be glad
dataset\archive\dataset\j04-115-s01-03.png,carrier was added and the analytical
dataset\archive\dataset\e04-019-s01-04.png,frame .
dataset\archive\dataset\b04-081-s00-00.png,Why not follow Lord Russell's lead today ?
dataset\archive\dataset\h07-020-s01-03.png,largest firms and about 23 per cent by the next
dataset\archive\dataset\m01-095-s01-00.png,A
dataset\archive\dataset\e04-015-s01-03.png,being taken directly from the work .
dataset\archive\dataset\b04-010-s08-00.png,Never before have Britain's
dataset\archive\dataset\n02-000-s02-00.png,Piers came strolling out to
dataset\archive\dataset\c04-080-s01-00.png,Um-chink ...
dataset\archive\dataset\n04-213-s02-00.png,"His normal placid and steady-going manner remained ,"
dataset\archive\dataset\a01-113u-s00-01.png,services was wholly different - fundamentally
dataset\archive\dataset\c03-084d-s01-01.png,""" Play of the Week "" series on independent"
dataset\archive\dataset\l01-173-s00-00.png,He propped himself on one elbow .
dataset\archive\dataset\l04-130-s04-01.png,"acted very strangely since the tragedy , always"
dataset\archive\dataset\n04-195-s02-01.png,"with the possibility of faulty design . """
dataset\archive\dataset\g07-042-s00-04.png,a profligate and a bankrupt who had
dataset\archive\dataset\k04-033-s03-01.png,urgent voice .
dataset\archive\dataset\e02-086-s03-02.png,"to be made , but as a guide we have given a fuller kit"
dataset\archive\dataset\d04-096-s03-00.png,And the sweet
dataset\archive\dataset\g04-026-s04-00.png,"It was very amusing , and by"
dataset\archive\dataset\h07-075-s01-02.png,offer a house or a flat at once to anyone
dataset\archive\dataset\a05-000-s00-02.png,contain a five-year plan for the three
dataset\archive\dataset\b03-104-s03-01.png,"to be put out for the sake of 50,000 is there"
dataset\archive\dataset\m04-061-s00-00.png,""" And what are you going to do about it ? """
dataset\archive\dataset\k07-085-s09-01.png,or not .
dataset\archive\dataset\a04-054-s03-00.png,This was why the Labour Party did not think it right
dataset\archive\dataset\l07-111-s04-04.png,boy .
dataset\archive\dataset\g04-011-s01-00.png,This meant organizing lectures and courses of
dataset\archive\dataset\r02-006-s02-00.png,The
dataset\archive\dataset\e06-026-s02-04.png,and Suffolk beaches .
dataset\archive\dataset\n02-114-s02-04.png,"important customers . """
dataset\archive\dataset\h07-020-s01-01.png,in factories sponsored by the development
dataset\archive\dataset\h01-027-s00-06.png,n ) .
dataset\archive\dataset\p01-147-s00-01.png,of the church where there was a small open
dataset\archive\dataset\c04-004-s01-02.png,treatment .
dataset\archive\dataset\d06-030-s04-00.png,Many people wake up tired of a morning and no
dataset\archive\dataset\a05-099-s00-00.png,A reference to the reunification of Germany
dataset\archive\dataset\p06-248-s01-00.png,Her father's comment roused her as
dataset\archive\dataset\n06-163-s00-00.png,A small man in bib overalls and a battered
dataset\archive\dataset\a02-086-s00-03.png,Sir Roy .
dataset\archive\dataset\r02-117-s06-00.png,' You 're not tired .
dataset\archive\dataset\n03-103-s01-01.png,the tiller hard over and at the
dataset\archive\dataset\d06-060-s01-02.png,no major complication but results from an
dataset\archive\dataset\h07-060a-s00-04.png,erected some buildings as a speculative venture .
dataset\archive\dataset\d01-104-s00-00.png,This last objection might have had some weight in
dataset\archive\dataset\g07-077a-s00-02.png,"to be aware that Augusta , so far from"
dataset\archive\dataset\l07-085-s06-03.png,days .
dataset\archive\dataset\c04-150-s01-01.png,claimed he had seen a vision of God - only the padre and his
dataset\archive\dataset\d03-117-s00-01.png,orchards to the vital question of water
dataset\archive\dataset\a05-080-s00-05.png,on to a fully active footing .
dataset\archive\dataset\g06-042f-s01-01.png,"1830 , when Anglesey believed himself to be on the point of death ,"
dataset\archive\dataset\f03-169-s00-00.png,Each time you rehearse you will probably put
dataset\archive\dataset\a05-039-s03-00.png,"In the Cape , the"
dataset\archive\dataset\m06-042-s03-01.png,"stubbornly , throwing himself down ."
dataset\archive\dataset\l01-065-s00-04.png,precise minute of Dackson's visit
dataset\archive\dataset\a02-102-s02-00.png,"The princess ,"
dataset\archive\dataset\g07-042-s00-06.png,had brought him and left the second on
dataset\archive\dataset\r06-097-s02-01.png,a woman's .
dataset\archive\dataset\a03-023-s02-02.png,communists' former base 60 miles
dataset\archive\dataset\e04-058-s01-02.png,"and shaping your little craft , upside-down ."
dataset\archive\dataset\l01-000-s03-01.png,"she was an honest enough woman ,"
dataset\archive\dataset\a02-000-s02-04.png,but no more than that .
dataset\archive\dataset\c04-004-s01-01.png,"recently given Frankie the full , razzamataz , red-carpet"
dataset\archive\dataset\g06-037d-s03-02.png,toms had first shown themselves seventeen years before
dataset\archive\dataset\a06-095-s02-01.png,( Common Market ) has imparted an
dataset\archive\dataset\a01-003-s02-00.png,He believes
dataset\archive\dataset\c06-083-s02-01.png,after this annual idyll his major-domo ( Walter Slezak
dataset\archive\dataset\r06-022-s00-00.png,"This was strange , even magic , because the owner's"
dataset\archive\dataset\a05-013-s02-02.png,"voluntary forces , with the last National"
dataset\archive\dataset\g04-068-s00-00.png,Meanwhile in Purley there was much activity and much
dataset\archive\dataset\h06-000-s01-00.png,Appendix 20
dataset\archive\dataset\b01-000-s01-02.png,Commonwealth ?
dataset\archive\dataset\b06-093-s02-03.png,than a handful of new apprenticeships
dataset\archive\dataset\b06-079-s00-02.png,leaders are not only in favour of American
dataset\archive\dataset\p02-105-s02-01.png,"would make love to the French girl on the sands ,"
dataset\archive\dataset\l01-065-s02-01.png,woman .
dataset\archive\dataset\g04-026-s04-01.png,the end of a few months an enthusiastic choir of men and women
dataset\archive\dataset\f07-101a-s00-02.png,LONGFELLOW TOLD THE SAGE A VERY
dataset\archive\dataset\p02-081-s01-02.png,"gesture of hopelessness , knowing that her"
dataset\archive\dataset\g06-047c-s00-05.png,cities of Europe .
dataset\archive\dataset\a04-023-s00-01.png,given by Lady Dorothy Macmillan with Mrs. Kennedy and other
dataset\archive\dataset\g06-037k-s00-00.png,"God grant , however , that I may be a false prophet"
dataset\archive\dataset\c03-081f-s01-04.png,performance of rare intelligence and restrained
dataset\archive\dataset\g06-018p-s01-02.png,"he told Arthur , ' to find this place agree with me"
dataset\archive\dataset\e07-083-s00-06.png,relieve his feelings .
dataset\archive\dataset\h01-007-s01-00.png,This enables
dataset\archive\dataset\c03-094f-s00-03.png,"the editor , always comically abashed by"
dataset\archive\dataset\n02-151-s00-02.png,"celebrations , and their friendly welcome"
dataset\archive\dataset\c04-139-s02-00.png,"V have postponed Malcolm Muggeridge's "" Appointment with"
dataset\archive\dataset\g07-071a-s00-04.png,"loved with an unswerving loyalty , and had looked"
dataset\archive\dataset\g07-077a-s00-09.png,them to his newly married wife .
dataset\archive\dataset\g07-044-s00-03.png,moving in court circles and having children to
dataset\archive\dataset\g06-037l-s01-01.png,but an express took him off yesterday . '
dataset\archive\dataset\m04-222-s04-01.png,"continuously . """
dataset\archive\dataset\j06-034-s01-04.png,the water has been suggested on
dataset\archive\dataset\g01-019-s01-03.png,"Calais , Cherbourg , Brest , Bordeaux and Bayonne ,"
dataset\archive\dataset\a06-147-s03-01.png,contingency would be to sign a peace treaty to remove the cancerous
dataset\archive\dataset\m04-012-s02-00.png,"Ifor Huw Evans , Propr. ,"
dataset\archive\dataset\f01-058-s00-02.png,and your own teacher .
dataset\archive\dataset\f07-000b-s00-02.png,would not do ; nothing an American would not
dataset\archive\dataset\a04-031-s02-01.png,"to people of goodwill who hate the cold war ,"
dataset\archive\dataset\c06-100-s00-01.png,middle-aged romancers respectably wed and
dataset\archive\dataset\n02-016-s06-00.png,That beneath his
dataset\archive\dataset\b06-097-s00-02.png,in six weeks time from ending up in blind alley
dataset\archive\dataset\b04-004-s03-01.png,said the Congolese could govern themselves
dataset\archive\dataset\m06-083-s02-00.png,Only an outcast is free .
dataset\archive\dataset\a01-063u-s03-01.png,quickly point out that this is money due
dataset\archive\dataset\d04-081-s03-02.png,"Shmah "" to be willing to hear , "" we"
dataset\archive\dataset\m04-019-s01-01.png,"the world , is it ? """
dataset\archive\dataset\d04-005-s00-00.png,"According to the legend , Solomon had asked the"
dataset\archive\dataset\p03-103-s02-00.png,She
dataset\archive\dataset\g06-031d-s04-05.png,knows what may happen ... .
dataset\archive\dataset\n04-039-s02-01.png,this had already happened half a dozen times .
dataset\archive\dataset\a06-119-s00-00.png,Note circulation soared for the
dataset\archive\dataset\g06-026m-s01-02.png,Valet de Chambre that ever was .
dataset\archive\dataset\n02-082a-s05-00.png,""" With"
dataset\archive\dataset\m02-083-s02-06.png,"bluff to succeed the next time ) and , lately , by"
dataset\archive\dataset\j04-076-s00-03.png,sufficiently thick to stop the beta particles
dataset\archive\dataset\a05-116-s01-00.png,For the most
dataset\archive\dataset\m04-038-s02-01.png,"on those fifteen miles of mountain roads , it disappeared from the earthly"
dataset\archive\dataset\b01-073-s04-01.png,"blamed for being weak , it would be"
dataset\archive\dataset\a04-072-s01-00.png,Mr Gaitskell
dataset\archive\dataset\n03-113-s05-00.png,"Yes sir , I am slightly wet , and"
dataset\archive\dataset\n03-066-s00-00.png,""" That boy !"
dataset\archive\dataset\a01-117u-s00-00.png,"In fact , the Tories made it worse now"
dataset\archive\dataset\e04-103-s03-02.png,well .
dataset\archive\dataset\g02-062-s00-01.png,"of the apex , the thickening of the heart walls , and"
dataset\archive\dataset\b05-074-s02-00.png,They really
dataset\archive\dataset\b01-132-s00-04.png,to disaster .
dataset\archive\dataset\f02-036-s00-06.png,its implications and to consider the advisability of
dataset\archive\dataset\r06-115-s04-01.png,newspapers and watched her pretty
dataset\archive\dataset\l01-050-s05-00.png,I told Starmouth to go at
dataset\archive\dataset\r06-007-s00-00.png,"' It is a pity , ' said Mart , ' because it would have been"
dataset\archive\dataset\e04-043-s01-02.png,and measures approximately 8 ft. by 4 ft.
dataset\archive\dataset\a04-092-s01-02.png,serving the hitherto cordial relations between the
dataset\archive\dataset\a03-073-s00-00.png,On the specific question of the use of Blue
dataset\archive\dataset\d06-104-s01-04.png,3 p.m. .
dataset\archive\dataset\g04-007-s00-01.png,when the distance to the church deterred many from
dataset\archive\dataset\b04-066-s03-00.png,The pessimists
dataset\archive\dataset\h02-012-s02-01.png,attending the abuse of carbromal and
dataset\archive\dataset\e07-101-s02-03.png,larger block when the plant or seedling is ready
dataset\archive\dataset\c02-000-s01-03.png,can be counted on the fingers of one
dataset\archive\dataset\n04-048-s00-01.png,"famous Portsmouth hostelry , second only in historic"
dataset\archive\dataset\g07-084-s03-01.png,"consider the most prominent subject in your letter , the more"
dataset\archive\dataset\r06-022-s02-01.png,"was raining , an even more hopeless rain than London , and we"
dataset\archive\dataset\a06-039-s03-01.png,MACMILLAN'S announcement in the
dataset\archive\dataset\m01-125-s04-02.png,ringing of a doorbell was to him
dataset\archive\dataset\m04-007-s00-00.png,"And a fine old fuss there was about it , too ."
dataset\archive\dataset\a06-141-s03-01.png,not alarmed ... .
dataset\archive\dataset\l04-124-s01-00.png,His face wore the melancholy expression
dataset\archive\dataset\g06-045n-s00-04.png,that it was being cultivated with
dataset\archive\dataset\k04-028-s03-01.png,"knew how to deal with an adulterous wife ,"
dataset\archive\dataset\n04-171-s07-01.png,"saying ? """
dataset\archive\dataset\h04-055-s00-03.png,quantities of canned and bottled fruit than younger
dataset\archive\dataset\b04-121-s04-00.png,WHO can grow the
